system_id,group,metric,mean,ci95_low,ci95_high,count
map_reduce,retrieval,segment_recall_at_4,0.5666666666666667,0.4263888888888888,0.6875,60.0
map_reduce,efficiency,tool_calls,2.0,2.0,2.0,60.0
outline_then_fill,answer,answer_reference_token_f1,0.3638757958897244,0.32635032750226556,0.4024818247313432,60.0
outline_then_fill,answer,answer_reference_token_precision,0.2686697459789047,0.23080666309421854,0.3105439727078439,60.0
outline_then_fill,answer,answer_reference_token_recall,0.7081846908004937,0.660543820276697,0.7526100956250521,60.0
outline_then_fill,answer,citation_precision,0.379480424546214,0.2823611111111111,0.48217513480671376,60.0
outline_then_fill,answer,citation_recall,0.5722222222222223,0.43472222222222223,0.7083333333333333,60.0
outline_then_fill,answer,citation_support_rate,0.4176764512290828,0.33908128908128904,0.49452229057492214,60.0
outline_then_fill,retrieval,context_precision_at_4,0.5513888888888889,0.41944444444444445,0.6791666666666667,60.0
outline_then_fill,retrieval,context_recall_at_4,0.5722222222222223,0.4375,0.7,60.0
outline_then_fill,routing,document_recall_at_1,0.5194444444444445,0.4416666666666666,0.5805555555555555,60.0
outline_then_fill,routing,document_recall_at_3,0.888888888888889,0.8472222222222221,0.9277777777777777,60.0
outline_then_fill,retrieval,evidence_quote_recall_at_4,0.5986111111111111,0.4583333333333333,0.726388888888889,60.0
outline_then_fill,answer,invalid_citation_rate,0.0,0.0,0.0,60.0
outline_then_fill,map,map_completion_rate,1.0,1.0,1.0,20.0
outline_then_fill,map,map_compression_ratio,0.07197613574106455,0.05306884897735389,0.09350551484452338,20.0
outline_then_fill,map,map_schema_validity,1.0,1.0,1.0,20.0
outline_then_fill,map,map_source_reference_validity,1.0,1.0,1.0,20.0
outline_then_fill,routing,mrr,0.9194444444444444,0.8555555555555555,0.9722222222222221,60.0
outline_then_fill,efficiency,query_duration_ms,30276.155894459225,28021.804163845565,32446.9545138767,60.0
outline_then_fill,routing,required_document_coverage,0.7166666666666667,0.6166666666666666,0.8166666666666667,60.0
outline_then_fill,retrieval,segment_recall_at_4,0.5722222222222223,0.44027777777777777,0.6972222222222222,60.0
outline_then_fill,efficiency,tool_calls,2.0,2.0,2.0,60.0
refine,answer,answer_reference_token_f1,0.3714676794612347,0.3273885149304894,0.4182245694784834,60.0
refine,answer,answer_reference_token_precision,0.27784036107696086,0.23317924613089458,0.3221052822460776,60.0
refine,answer,answer_reference_token_recall,0.7059336454292511,0.6471014970929151,0.7545377863438997,60.0
refine,answer,citation_precision,0.4522988122988123,0.35257936507936505,0.5528787878787879,60.0
refine,answer,citation_recall,0.6694444444444444,0.5291666666666666,0.7902777777777777,60.0
refine,answer,citation_support_rate,0.4053399378399378,0.31164141414141416,0.5125747863247863,60.0
refine,retrieval,context_precision_at_4,0.576388888888889,0.4333333333333333,0.7027777777777777,60.0
refine,retrieval,context_recall_at_4,0.5638888888888889,0.4180555555555555,0.6958333333333333,60.0
refine,routing,document_recall_at_1,0.5111111111111112,0.44722222222222213,0.5666666666666667,60.0
refine,routing,document_recall_at_3,0.9,0.8583333333333334,0.9416666666666667,60.0
refine,retrieval,evidence_quote_recall_at_4,0.5902777777777778,0.45555555555555555,0.7138888888888888,60.0
refine,answer,invalid_citation_rate,0.0,0.0,0.0,60.0
refine,map,map_completion_rate,1.0,1.0,1.0,20.0
refine,map,map_compression_ratio,0.06778324080576628,0.05102698628904852,0.08487904297848767,20.0
refine,map,map_schema_validity,1.0,1.0,1.0,20.0
refine,map,map_source_reference_validity,1.0,1.0,1.0,20.0
refine,routing,mrr,0.9222222222222223,0.875,0.9666666666666666,60.0
refine,efficiency,query_duration_ms,32661.617907586817,28855.181994405575,36770.857066668876,60.0
refine,routing,required_document_coverage,0.7666666666666667,0.6666666666666666,0.8666666666666666,60.0
refine,retrieval,segment_recall_at_4,0.5638888888888889,0.4291666666666667,0.6902777777777778,60.0
refine,efficiency,tool_calls,2.0,2.0,2.0,60.0
stuffing,answer,answer_reference_token_f1,0.3758054395831916,0.3397320775795643,0.4092618444966541,60.0
stuffing,answer,answer_reference_token_precision,0.2827699018325026,0.24693568644612673,0.322873694174972,60.0
stuffing,answer,answer_reference_token_recall,0.6865131631806238,0.6139194971933075,0.7493831986411765,60.0
stuffing,answer,citation_precision,0.4560653235653236,0.3503968253968254,0.5582142857142858,60.0
stuffing,answer,citation_recall,0.6402777777777777,0.5166666666666666,0.7638888888888888,60.0
stuffing,answer,citation_support_rate,0.4082539682539682,0.29587301587301584,0.5225396825396825,60.0
stuffing,retrieval,context_precision_at_4,0.5888888888888889,0.4611111111111111,0.7138888888888888,60.0
stuffing,retrieval,context_recall_at_4,0.576388888888889,0.44722222222222224,0.7027777777777777,60.0
stuffing,routing,document_recall_at_1,0.45555555555555555,0.36111111111111105,0.5361111111111111,60.0
stuffing,routing,document_recall_at_3,0.7055555555555556,0.5777777777777777,0.8194444444444444,60.0
stuffing,retrieval,evidence_quote_recall_at_4,0.625,0.5,0.7555555555555555,60.0
stuffing,answer,invalid_citation_rate,0.0,0.0,0.0,60.0
stuffing,map,map_completion_rate,0.7436309523809523,0.6207142857142858,0.8568452380952382,20.0
stuffing,map,map_compression_ratio,0.061133145988386726,0.03975642881196899,0.08574649116575978,20.0
stuffing,map,map_schema_validity,1.0,1.0,1.0,20.0
stuffing,map,map_source_reference_validity,1.0,1.0,1.0,20.0
stuffing,routing,mrr,0.8305555555555556,0.7166666666666667,0.9305555555555556,60.0
stuffing,efficiency,query_duration_ms,34385.611971506536,29758.662095083855,38356.11838880771,60.0
stuffing,routing,required_document_coverage,0.5,0.35,0.6666666666666667,60.0
stuffing,retrieval,segment_recall_at_4,0.576388888888889,0.4375,0.6958333333333333,60.0
stuffing,efficiency,tool_calls,2.0,2.0,2.0,60.0
